Table Index,Row Index,Original English,Thai Translation,Status
1,853,"Effective solutions require holistic regulations that address root causes and offer practical substitutes. Meaningful change relies on better options and stronger waste systems, not just penalties. ",การแก้ปัญหาที่มีประสิทธิภาพจำเป็นต้องมีกฎระเบียบแบบองค์รวมที่จัดการกับสาเหตุที่แท้จริงและเสนอสิ่งทดแทนในทางปฏิบัติ การเปลี่ยนแปลงที่มีความหมายต้องอาศัยทางเลือกที่ดีกว่าและระบบของเสียที่แข็งแกร่ง ไม่ใช่แค่บทลงโทษ,Translated
1,854, , ,Skipped/Protected
1,855, , ,Skipped/Protected
1,856,Simply banning plastics may not be effective on its own. ,การห้ามใช้พลาสติกเพียงอย่างเดียวอาจไม่ได้ผลในตัวเอง,Translated
1,857,Root causes  and practical substitutes,สาเหตุที่แท้จริงและการทดแทนในทางปฏิบัติ,Translated
1,858,Regulatory and institutional aspects,ด้านกฎระเบียบและสถาบัน,Translated
1,859,Viable alternatives  for people,ทางเลือกใหม่ให้กับประชาชน,Translated
1,860,Simply banning plastics may not be effective on its own. ,การห้ามใช้พลาสติกเพียงอย่างเดียวอาจไม่ได้ผลในตัวเอง,Translated
1,861,Root causes  & practical substitutes,สาเหตุที่แท้จริงและการทดแทนในทางปฏิบัติ,Translated
1,862,Viable alternatives  for people,ทางเลือกใหม่ให้กับประชาชน,Translated
1,863,Regulatory & institutional aspects,ด้านกฎระเบียบและสถาบัน,Translated
1,864,Impacts of Plastic Waste,ผลกระทบของขยะพลาสติก,Translated
1,865,Impacts of Plastic Waste,ผลกระทบของขยะพลาสติก,Translated
1,866,I’ve seen so many videos on social media on how plastic pollution in the oceans is affecting the health of marine life. What we’re doing to the environment is just terrible!,ฉันเคยเห็นวิดีโอมากมายบนโซเชียลมีเดียเกี่ยวกับมลพิษจากพลาสติกในมหาสมุทรที่ส่งผลต่อสุขภาพของสัตว์ทะเลอย่างไร สิ่งที่เรากำลังทำกับสิ่งแวดล้อมนั้นแย่มาก!,Translated
1,867,It’s not just  marine life that’s affected.,ไม่ใช่แค่สิ่งมีชีวิตในทะเลเท่านั้นที่ได้รับผลกระทบ,Translated
1,868,Plastic contaminates ecosystems through three primary mechanisms.,พลาสติกปนเปื้อนระบบนิเวศด้วยกลไกหลักสามประการ,Translated
1,869,While ,ในขณะที่,Translated
1,870,ban,ห้าม,Translated
1,871,ni,พรรณี,Translated
1,872,ng plastic,พลาสติก,Translated
1,873, alone ,ตามลำพัง,Translated
1,874,may not work,อาจไม่ทำงาน,Translated
1,875,", we ",", เรา",Translated
1,876,can’t deny ,ไม่สามารถปฏิเสธได้,Translated
1,877,the ,ที่,Translated
1,878,impact,ผลกระทบ,Translated
1,879, of ,ของ,Translated
1,880,plastic waste,ขยะพลาสติก,Translated
1,881,. ,.,Translated
1,882,Monomers,โมโนเมอร์,Translated
1,883, , ,Skipped/Protected
1,884,The basic building blocks of plastic that are often inherently toxic,โครงสร้างพื้นฐานของพลาสติกที่มักเป็นพิษโดยธรรมชาติ,Translated
1,885,Absorbed Contaminants ,สารปนเปื้อนที่ถูกดูดซับ,Translated
1,886, , ,Skipped/Protected
1,887,Act as sponges for  existing environmental toxins ,ทำหน้าที่เป็นฟองน้ำสำหรับสารพิษจากสิ่งแวดล้อมที่มีอยู่,Translated
1,888,Absorb Persistent Organic Pollutants  ,ดูดซับมลพิษอินทรีย์ที่คงอยู่,Translated
1,889,Accumulate chemicals such as PCBs and DDT ,สะสมสารเคมีเช่น PCBs และ DDT,Translated
